Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Longitude,Latitude
"37,4 m²","2,3 tỷ",,,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.24451446533203,16.076030731201172
"158,4 m²",Thỏa thuận,10 m,"7,5 m",3 tầng,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,108.2139382,16.0827005
"93,6 m²",22 tỷ,,"7,5 m",8 tầng,15 phòng,16 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,108.245183690547,16.0509718176354
"37,4 m²","2,29 tỷ",,,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.24451446533203,16.076030731201172
115 m²,"8,6 tỷ",6 m,"7,5 m",,,,,,Đông - Nam,,108.247581865494,16.0373316570723
120 m²,12 tỷ,6 m,"7,5 m",4 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Đông,,108.224235534668,16.033109664917
125 m²,"2,39 tỷ",5 m,"7,5 m",,,,Sổ đỏ/ Sổ hồng.,,Tây - Bắc,,108.10873413085938,16.106407165527344
76 m²,"4,18 tỷ",,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.22196960449219,16.03292465209961
"124,1 m²",46 triệu/m²,,5 m,2 tầng,11 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Đông,Đông,108.2163965,16.0448322
105 m²,"4,35 tỷ",,,,,,,,,,108.10873413085938,16.106407165527344
100 m²,"3,3 tỷ",,"10,5 m",,,,,,,,108.12629699707,16.0935726165771
80 m²,Thỏa thuận,4 m,"7,5 m",3 tầng,3 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,,108.2185229,16.0866034
"117,5 m²","2,5 tỷ",5 m,"5,5 m",1 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,Nam,108.1486054,16.0488988
"88,8 m²",Thỏa thuận,5 m,"2,5 m",,,,Sổ đỏ/ Sổ hồng.,,Đông,,108.135870624451,16.1000413837036
100 m²,"4,25 tỷ",,15 m,3 tầng,,,Sổ đỏ/ Sổ hồng,Không nội thất,,,108.12629699707,16.0935726165771
"103,7 m²",Thỏa thuận,,,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Bắc,Tây - Bắc,108.22830200195312,16.089019775390625
50 m²,Thỏa thuận,,"5,5 m",3 tầng,,,,,,,108.2181951,16.0592317
"231,5 m²",12 tỷ,"9,4 m","7,5 m",,,,Sổ đỏ/ Sổ hồng,,Đông - Nam,,108.229613791629,16.0946228007583
"192,5 m²",Thỏa thuận,10 m,"7,5 m",,,,Sổ đỏ/ Sổ hồng,,Tây - Bắc,,108.24016571044922,16.029903411865234
58 m²,"3,99 tỷ",6 m,"2,5 m",3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,,108.217651802057,16.0522283262619
250 m²,"22,8 tỷ",10 m,,,,,Sổ đỏ/ Sổ hồng.,,Đông - Bắc,,108.1852365,16.0738656
250 m²,Thỏa thuận,10 m,34 m,,,,Sổ đỏ/ Sổ hồng,,Đông - Bắc,,108.1852365,16.0738656
190 m²,22 tỷ,"7,5 m",34 m,,,,,,Đông,,108.19382533115,16.0651356624171
"33,4 m²","2,37 tỷ",,,,1 phòng,1 phòng,Hợp đồng mua bán,Không nội thất,Tây,Đông - Nam,108.228889465332,16.0883827209473
"33,5 m²","3,94 tỷ",,,,1 phòng,1 phòng,Hợp đồng mua bán,Không nội thất,,,108.22889,16.088383
"118,6 m²",12 tỷ,,,,3 phòng,3 phòng,Hợp đồng mua bán,Không nội thất,,,108.228889465332,16.0883827209473
"94,2 m²",10 tỷ,"6,12 m",,5 tầng,7 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.243215725234,16.0702122427959
108 m²,"16,2 tỷ",,,5 tầng,5 phòng,3 phòng,Hợp đồng mua bán,Không nội thất,,,108.228889465332,16.0883827209473
"96,8 m²",8 tỷ,,,,3 phòng,3 phòng,Hợp đồng mua bán,Không nội thất,Tây,Đông,108.228889465332,16.0883827209473
"82,4 m²","8,2 tỷ",,,,2 phòng,2 phòng,Hợp đồng mua bán,Không nội thất,Đông - Bắc,Tây - Nam,108.228889465332,16.0883827209473
"112,5 m²","18,5 tỷ","4,5 m",15 m,6 tầng,21 phòng,22 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây,,108.2443389,16.0671719
"52,8 m²","3,68 tỷ",,,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Không nội thất.,Tây,Đông,108.230476379395,16.0597953796387
"55,8 m²","5,91 tỷ",,,,2 phòng,1 phòng,Hợp đồng mua bán.,Không nội thất,Bắc,Nam,108.228889465332,16.0883827209473
"93,6 m²",22 tỷ,,"7,5 m",8 tầng,15 phòng,16 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Tây,Đông,108.245322642237,16.0508545834512
72 m²,"8,4 tỷ","3,6 m",15 m,3 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,108.219489269895,16.0769008209655
83 m²,"4,95 tỷ",5 m,"5,5 m",4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,Tây - Nam,Tây - Nam,108.170867286134,16.0698719923966
74 m²,"4,4 tỷ",5 m,"5,5 m",2 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Tây - Nam,,108.163653839869,16.0557129164793
100 m²,"4,15 tỷ",5 m,"5,5 m",3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,,108.237313767623,15.9874984848651
90 m²,"4,35 tỷ",5 m,"7,5 m",,,,Sổ đỏ/ Sổ hồng.,,Đông - Bắc,,108.24016571044922,16.029903411865234
"106,5 m²",Thỏa thuận,,,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Tây - Nam,108.228302001953,16.0890197753906
80 m²,"3,35 tỷ",,,,,,Sổ đỏ/ Sổ hồng.,,Đông - Nam,,,
"73,2 m²","4,48 tỷ",,,2 tầng,3 phòng,2 phòng,,,,,108.163676286446,16.0554723922441
70 m²,"2,1 tỷ",,,,,,,Đầy đủ nội thất chỉ dọn vào ở.,,,108.220336914063,16.0802135467529
488 m²,95 tỷ,13 m,,,,,Sổ đỏ/ Sổ hồng,,,,108.218156,16.0798616
110 m²,"4,43 tỷ","6,4 m",5 m,,,,Sổ đỏ/ Sổ hồng,,,,108.208423302581,16.0303323340153
460 m²,"11,4 tỷ",,,2 tầng,3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,108.265907287598,16.006965637207
"83,5 m²","4,95 tỷ",5 m,"5,5 m",4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,Tây - Nam,Tây - Nam,108.171028886372,16.0699470453832
56 m²,"1,25 tỷ",,,,2 phòng,,Sổ đỏ/ Sổ hồng.,,,,108.126586914063,16.0923728942871
80 m²,"6,9 tỷ",,"5,5 m",4 tầng,8 phòng,9 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,108.220513488129,16.0304059719381
130 m²,17 tỷ,"5,4 m",,,,,Sổ đỏ/ Sổ hồng,,,,108.241298397099,16.0687177578786
"97,5 m²",3 tỷ,5 m,5 m,,,,Sổ đỏ/ Sổ hồng.,,Tây - Bắc,,108.2691477,15.9857164
80 m²,"2,7 tỷ",55 m,55 m,,,,,,Bắc,,108.26974,15.9847853
"107,5 m²","6,8 tỷ",5 m,"10,5 m",,,,Sổ đỏ/ Sổ hồng.,,,,,
200 m²,"7,15 tỷ",10 m,"10,5 m",,,,Sổ đỏ/ Sổ hồng.,,Tây,,108.215434721646,15.9946853524153
100 m²,14 tỷ,5 m,"10,5 m",,,,,,Tây,,108.2304737,16.0597982
120 m²,"1,08 tỷ",,,,,,Sổ đỏ/ Sổ hồng.,,Tây - Nam,,108.211361698274,15.9664887536266
450 m²,"11,2 tỷ",,,2 tầng,3 phòng,3 phòng,Hợp đồng mua bán.,Cơ bản.,,,108.265907287598,16.006965637207
98 m²,"14,2 tỷ",,,,,,,,,,108.244507887704,16.0433743335203
473 m²,Thỏa thuận,19 m,,,,,Sổ đỏ/ Sổ hồng,,,,108.215801629912,16.0319288863701
155 m²,16 tỷ,8 m,"7,5 m",3 tầng,4 phòng,3 phòng,,,,,108.217253757266,16.0342132528599
"98,5 m²","4,6 tỷ",5 m,"5,5 m",1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,,Bắc,,108.256038065098,16.0174562794868
"62,2 m²","3,9 tỷ",,,,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.24451446533203,16.076030731201172
73 m²,Thỏa thuận,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,,,108.24534606933594,16.069961547851562
4.300 m²,Thỏa thuận,,,,,,,,,,108.2426056,16.104507
"187,5 m²","8,1 tỷ","7,5 m","7,5 m",,,,Sổ đỏ/ Sổ hồng.,,Đông - Bắc,,108.1520795,16.0884222
"195,5 m²","6,88 tỷ",18 m,18 m,,,,,,Đông - Bắc,,108.168031951624,16.0448285933941
65 m²,"3,2 tỷ",,,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,,,108.22454,16.069986
88 m²,"2,13 tỷ",5 m,3 m,1 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Tây - Nam,Tây - Nam,108.137062959579,16.077093532263
82 m²,Thỏa thuận,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Liền tường cao cấp,Đông - Nam,Đông - Nam,108.22196960449219,16.03292465209961
37 m²,"1,45 tỷ",,,,1 phòng,1 phòng,Hợp đồng mua bán,,,,108.229881286621,16.0710315704346
63 m²,"3,53 tỷ",,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Đông - Nam,Tây - Bắc,108.237907409668,16.0619106292725
70 m²,Thỏa thuận,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Đông,Tây,108.22888946533203,16.088382720947266
50 m²,Thỏa thuận,,,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,Tây,108.228858947754,16.1001110076904
72 m²,Thỏa thuận,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông,Tây,108.228858947754,16.1001110076904
66 m²,"2,55 tỷ","3,5 m",3 m,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Tây - Bắc,,108.241194483513,16.0876022137817
72 m²,Thỏa thuận,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,Tây,108.228858947754,16.1001110076904
80 m²,Thỏa thuận,,,,2 phòng,2 phòng,,Đầy đủ,Tây,Đông,108.228858947754,16.1001110076904
72 m²,Thỏa thuận,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,Tây,108.228858947754,16.1001110076904
80 m²,Thỏa thuận,,,,2 phòng,2 phòng,,Đầy đủ,Tây,Đông,108.228858947754,16.1001110076904
62 m²,Thỏa thuận,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông,Tây,108.228858947754,16.1001110076904
84 m²,Thỏa thuận,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây,Đông,108.22093200683594,16.08799934387207
45 m²,Thỏa thuận,,,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.22830200195312,16.089019775390625
208 m²,45 tỷ,9 m,,,,,Sổ đỏ/ Sổ hồng.,,,,108.2454849,16.0616993
650 m²,26 tỷ,25 m,20 m,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông,,108.26024627685547,16.01702308654785
520 m²,26 tỷ,20 m,18 m,2 tầng,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.26937103271484,15.992631912231445
224 m²,"5,7 tỷ",7 m,"5,5 m",,,,Sổ đỏ/ Sổ hồng,,Đông,,108.1770807,16.0521815
68 m²,"2,55 tỷ",4 m,3 m,,,,Sổ đỏ/ Sổ hồng,,Đông - Nam,,108.251251666429,16.1004778300264
180 m²,Thỏa thuận,15 m,15 m,3 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.23332214355469,16.064449310302734
85 m²,"5,4 tỷ",,"7,5 m",2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,108.2415046531,16.0889980205338
71 m²,Thỏa thuận,,,,2 phòng,2 phòng,Hợp đồng mua bán.,,,,108.228889465332,16.0883827209473
72 m²,Thỏa thuận,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cao cấp,,,108.223556518555,16.0555896759033
85 m²,"4,45 tỷ","4,3 m","10,5 m",2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,108.2671142,15.990304
192 m²,"12,82 tỷ",,,,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,108.247406005859,16.0388774871826
100 m²,"2,65 tỷ",5 m,55 m,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,108.235814455721,15.9870524022782
70 m²,"4,55 tỷ","5,2 m",,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.2094714,16.0709471
120 m²,14 tỷ,5 m,,4 tầng,11 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.2366087,16.0699161
49 m²,"5,1 tỷ",4 m,10 m,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,108.2125613,16.0715606
120 m²,14 tỷ,5 m,,4 tầng,11 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.2366087,16.0699161
49 m²,"5,1 tỷ",4 m,10 m,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,108.2125613,16.0715606
300 m²,55 triệu/m²,,,,,,Sổ đỏ/ Sổ hồng.,,,,108.221748352051,16.0183067321777
95 m²,"7,69 tỷ",5 m,"7,5 m",3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Tây,Bắc,108.210340991767,16.0359411799046
416 m²,Thỏa thuận,,"7,5 m",,,,Sổ đỏ/ Sổ hồng,,Đông - Bắc,,108.224075281059,15.9990487537482
80 m²,Thỏa thuận,5 m,"7,5 m",4 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông,Đông,108.2466488,16.0476897
72 m²,"3,5 tỷ",5 m,"7,5 m",,,,Sổ đỏ/ Sổ hồng.,,Tây - Bắc,,108.249526738984,16.0954626556824
"51,3 m²",5 tỷ,,,,1 phòng,1 phòng,Đang chờ sổ,Cơ bản,Bắc,Nam,108.223556518555,16.0555896759033
100 m²,"11,5 tỷ",,"10,5 m",3 tầng,4 phòng,4 phòng,,,Đông,,108.2135353,16.0422098
300 m²,57 triệu/m²,,"7,5 m",,,,Sổ đỏ/ Sổ hồng.,,Tây - Bắc,,108.24102783203125,16.017343521118164
100 m²,"5,5 tỷ",,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Đông,Đông,108.245346069336,16.0699615478516
"82,5 m²","5,9 tỷ",,"5,5 m",3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông,,108.2140552,16.042524
174 m²,"12,5 tỷ","6,52 m",,,,,Sổ đỏ/ Sổ hồng.,,Tây,,108.241428565663,16.0563728196264
80 m²,"6,9 tỷ",,,4 tầng,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Tây,Tây,108.219511875376,16.0347505691202
240 m²,21 tỷ,10 m,33 m,,,,Sổ đỏ/ Sổ hồng,,,,108.174787828574,16.07723346822
83 m²,"4,95 tỷ",5 m,"5,5 m",4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,Tây - Nam,Tây - Nam,108.171093969298,16.0699340066671
50 m²,"4,75 tỷ",7 m,3 m,3 tầng,3 phòng,3 phòng,,,Bắc,Bắc,108.2174156,16.0691513
44 m²,"8,5 tỷ","4,5 m",10 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Đông - Nam,Đông - Nam,108.2152047,16.0503101
86 m²,"4,3 tỷ",,,,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Nam,Tây - Nam,108.22196960449219,16.03292465209961
268 m²,"11,5 tỷ",22 m,"7,5 m",,,,Sổ đỏ/ Sổ hồng,,Đông - Bắc,,108.2333459,16.0185734
"83,2 m²","3,9 tỷ",,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,108.232902526855,16.05078125
110 m²,"5,1 tỷ",5 m,"7,5 m",,,,Sổ đỏ.,,Đông - Nam,,108.2592642,16.1059425
94 m²,"4,65 tỷ",4 m,5 m,1 tầng,3 phòng,,Sổ đỏ/ Sổ hồng.,,,,108.23904777718,16.0558915607398
90 m²,"22,5 tỷ",5 m,"7,5 m",4 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.246481774445,16.0491359496738
300 m²,125 triệu/m²,14 m,"7,5 m",,,,Sổ đỏ/ Sổ hồng.,,Nam,,108.240850366353,16.0715254668762
100 m²,"4,12 tỷ",5 m,"5,5 m",,,,Sổ đỏ/ Sổ hồng.,,Đông - Bắc,,108.2543672,16.1047284
65 m²,"3,25 tỷ",5 m,27 m,2 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,,,108.236374503822,16.0783971406898
240 m²,"20,2 tỷ","9,5 m","7,5 m",,,,Sổ đỏ/ Sổ hồng,,,,108.23066953463,16.059833964454
125 m²,"2,6 tỷ",5 m,"7,5 m",,,,,,Đông - Nam,,108.10873413085938,16.106407165527344
"170,8 m²",Thỏa thuận,"9,6 m","5,5 m",3 tầng,7 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc,,108.219687491191,16.0296181354742
75 m²,"4,4 tỷ",5 m,"10,5 m",,,,,,Tây - Bắc,,108.2358736,16.0858349
100 m²,"2,8 tỷ",5 m,"7,5 m",,,,Đã có sổ đỏ.,,Tây - Bắc,,,
125 m²,"8,2 tỷ","5,5 m",,,,,,,,,108.240959024571,16.0548430912774
154 m²,19 tỷ,,,4 tầng,4 phòng,4 phòng,,,,,108.1611328125,16.0729827880859
260 m²,32 triệu/m²,13 m,"7,5 m",,,,Đã có sổ đỏ,,,,108.1582854,16.0862291
120 m²,"3,2 tỷ",6 m,"7,5 m",,,,,,Tây - Bắc,,108.12629699707,16.0935726165771
83 m²,"14,5 tỷ","4,5 m","7,5 m",3 tầng,6 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.241879568919,16.0545186929522
140 m²,"9,4 tỷ","5,5 m","6,5 m",,,,Sổ đỏ/ Sổ hồng.,,,,108.249228747349,16.0468624575832
115 m²,"4,85 tỷ",5 m,"7,5 m",,,,Sổ đỏ/ Sổ hồng,,,,108.167537713975,16.0726158139656
80 m²,"6,9 tỷ",5 m,"5,5 m",4 tầng,9 phòng,9 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản,,,108.220545828828,16.030136058561
120 m²,Thỏa thuận,6 m,"7,5 m",2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,108.245673760842,16.0417121583098
82 m²,"5,2 tỷ",,"7,5 m",2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,108.217950137331,16.0390460188291
56 m²,"4,59 tỷ",,,,3 phòng,2 phòng,,,,,108.215070095909,16.0507325949775
140 m²,"7,2 tỷ",,,2 tầng,,,Sổ đỏ/ Sổ hồng,,,,108.23584843894,16.0581856622134
165 m²,11 tỷ,15 m,"7,5 m",4 tầng,8 phòng,9 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,108.2386113,16.0124407
212 m²,10 tỷ,"8,8 m","10,5 m",,,,Sổ đỏ/ Sổ hồng.,,Tây,,108.2139598,15.9846747
132 m²,"6,8 tỷ",7 m,"10,5 m",,,,Sổ đỏ/ Sổ hồng,,Đông - Bắc,,108.2188869,16.0047945
203 m²,12 tỷ,8 m,"7,5 m",,,,,,Tây - Nam,,108.1776455,16.0531396
353 m²,"7,5 tỷ",6 m,"7,5 m",2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,108.237629781982,15.9838523959891
120 m²,8 tỷ,20 m,"5,5 m",5 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,,Đông,Đông,,
93 m²,"7,4 tỷ",5 m,,3 tầng,,,,,,,108.210450906986,16.0356181119213
118 m²,"11,8 tỷ","5,8 m","7,5 m",2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.245088941329,16.0416216931995
90 m²,9 tỷ,,,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,,108.237189745559,16.0690273418804
75 m²,"12,99 tỷ",,,3 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,,108.245434945139,16.0516484007002
70 m²,"1,89 tỷ",,4 m,,,,Sổ đỏ/ Sổ hồng.,,Tây - Nam,,108.133330824257,16.0753538474723
122 m²,15 tỷ,"14,7 m",15 m,2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Đông - Nam,108.243054607487,16.0602421067861
"51,5 m²","2,68 tỷ",5 m,5 m,3 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,Nam,108.1790096,16.0512245
"131,2 m²",20 tỷ,,,,20 phòng,22 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,Tây - Nam,108.246550207801,16.0476890185595
150 m²,"15,5 tỷ",10 m,"10,5 m",2 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.243287978141,16.0699536957891
200 m²,"8,3 tỷ",10 m,"7,5 m",,,,Sổ đỏ/ Sổ hồng.,,Tây - Bắc,,108.21940612793,16.0081233978271
200 m²,"8,3 tỷ",10 m,"7,5 m",,,,Sổ đỏ/ Sổ hồng.,,Tây - Bắc,,108.21940612793,16.0081233978271
"187,5 m²","3,8 tỷ",5 m,"5,5 m",3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Đông - Nam,Đông - Nam,108.154614612941,16.0530984937899
140 m²,"24,02 tỷ",,,,,,,,Tây,,108.230476379395,16.0597953796387
109 m²,38 triệu/m²,,,,2 phòng,2 phòng,Đang chờ sổ,,,,108.21631622314453,16.09056854248047
103 m²,15 tỷ,"7,5 m","10,5 m",3 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Đông - Nam,108.2152047,16.0503101
101 m²,"11,8 tỷ",,"7,5 m",4 tầng,,,,,Tây - Bắc,,108.2342564,16.0525073
"49,9 m²","3,13 tỷ",,,,1 phòng,1 phòng,Hợp đồng mua bán,Không nội thất,,,108.22888946533203,16.088382720947266
90 m²,"3,5 tỷ",6 m,5 m,2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Bắc,Đông - Bắc,105.85244722590335,21.02894860978742
100 m²,"3,82 tỷ",5 m,"10,5 m",,,,,,Đông,,108.211306,15.9845393
105 m²,"3,39 tỷ",5 m,"10,5 m",,,,Sổ đỏ/ Sổ hồng,,,,108.1683078,16.0450285
100 m²,"2,8 tỷ",,"7,5 m",,,,Sổ đỏ/ Sổ hồng.,,,,108.2334189,15.982958
"48,7 m²",Thỏa thuận,,,,1 phòng,,,Đầy đủ,,,108.228302001953,16.0890197753906
81 m²,"11,85 tỷ",,"5,5 m",2 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,,108.245021377107,16.0534980321576
114 m²,6 tỷ,5 m,"5,5 m",,,,Sổ đỏ/ Sổ hồng,,Đông - Nam,,108.248032485462,16.0930346367472
"294,4 m²",60 tỷ,,,6 tầng,,,,,,,108.2142707,16.0664599
2.867 m²,230 triệu/m²,,,,,,,,,,108.2465536,16.0574731
"175,65 m²","52,6 tỷ","6,8 m",,3 tầng,,,,,Tây - Bắc,,108.241842,16.0549632
95 m²,"2,18 tỷ",,"7,5 m",,,,,,Tây - Bắc,,105.85244722590335,21.02894860978742
"216,8 m²","11,5 tỷ",71 m,"7,5 m",,,,Sổ đỏ/ Sổ hồng,,Tây - Nam,,108.24810877061,16.0929166007813
100 m²,"6,65 tỷ",,"7,5 m",,,,,,Tây - Bắc,,108.22174835205078,16.018306732177734
"48,7 m²",Thỏa thuận,,,,1 phòng,,,Đầy đủ,,,108.228302001953,16.0890197753906
81 m²,"11,85 tỷ",,"5,5 m",2 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,,108.245021377107,16.0534980321576
"294,4 m²",60 tỷ,,,6 tầng,,,,,,,108.2142707,16.0664599
100 m²,"4,35 tỷ",,"7,5 m",,,,Sổ đỏ/ Sổ hồng.,,Đông - Bắc,,108.21940612792969,16.00812339782715
"47,5 m²",Thỏa thuận,,,,1 phòng,,Hợp đồng mua bán,Đầy đủ.,,,108.21759033203125,16.07646942138672
100 m²,"6,6 tỷ",5 m,"5,5 m",3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,Tây - Nam,Tây - Nam,108.182082,16.0628237
100 m²,"4,2 tỷ",,"7,5 m",,,,Sổ đỏ/ Sổ hồng.,,Đông - Nam,,108.21940612792969,16.00812339782715
200 m²,"7,3 tỷ",5 m,"7,5 m",,,,Sổ đỏ/ Sổ hồng.,,Đông - Bắc,,108.22174835205078,16.018306732177734
60 m²,"9,3 tỷ",14 m,"7,5 m",,,,Sổ đỏ/ Sổ hồng,,,,108.237555851503,16.0688553287565
85 m²,"5,2 tỷ",5 m,"5,5 m",2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,Tây - Bắc,Tây - Bắc,108.188673311893,16.0551798977217
"95,5 m²","9,9 tỷ","4,5 m","7,5 m",4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,108.249214608261,16.0263761032976
76 m²,Thỏa thuận,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,108.22196960449219,16.03292465209961
75 m²,"2,17 tỷ",5 m,3 m,,,,Sổ đỏ/ Sổ hồng.,,Đông - Bắc,,108.204665679259,16.0175239765419
280 m²,"63,5 tỷ",14 m,30 m,,,,Sổ đỏ/ Sổ hồng,,,,108.252673343685,16.0332172253698
105 m²,3 tỷ,,"7,5 m",,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất.,,,105.852447225903,21.0289486097874
65 m²,Thỏa thuận,,,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,,108.228889465332,16.0883827209473
74 m²,"1,78 tỷ",,,,3 phòng,2 phòng,,,,,108.1265869140625,16.09237289428711
